id	domain	guardrail	title	phase	tier	readiness	gate	status	metric	target	safety_invariant
PERF-D05-G17	D05	G17	Ready queue and dispatch: cold start latency	P1	T0+T1+T2	prototype-cooperative	release	specified	cold_start_ms	cold start <= 1 ms with caches and device state reset as specified	No blocked or lower-priority task runs ahead of a ready higher-priority safety task
PERF-D05-G18	D05	G18	Ready queue and dispatch: warm restart and reuse latency	P1	T0+T1+T2	prototype-cooperative	release	specified	warm_start_us	warm restart or reuse <= 2 us	No blocked or lower-priority task runs ahead of a ready higher-priority safety task
PERF-D05-G19	D05	G19	Ready queue and dispatch: isolation under competing load	P1	T0+T1+T2	prototype-cooperative	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	No blocked or lower-priority task runs ahead of a ready higher-priority safety task
PERF-D05-G20	D05	G20	Ready queue and dispatch: security denial cost and safety	P1	T0+T1+T2	prototype-cooperative	release	specified	denial_latency_and_state	denied or malformed work completes <= 0.5 us; state changes = 0; allocations = 0	No blocked or lower-priority task runs ahead of a ready higher-priority safety task
PERF-D05-G21	D05	G21	Ready queue and dispatch: exhaustion and fault containment	P1	T0+T1+T2	prototype-cooperative	release	specified	fault_completion	fault decision and containment <= 0.8 us; leaks deadlocks and unsafe retries = 0	No blocked or lower-priority task runs ahead of a ready higher-priority safety task
PERF-D05-G22	D05	G22	Ready queue and dispatch: 72-hour soak stability	P1	T0+T1+T2	prototype-cooperative	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	No blocked or lower-priority task runs ahead of a ready higher-priority safety task
PERF-D05-G23	D05	G23	Ready queue and dispatch: spoor observability overhead	P1	T0+T1+T2	prototype-cooperative	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	No blocked or lower-priority task runs ahead of a ready higher-priority safety task
PERF-D05-G24	D05	G24	Ready queue and dispatch: same-hardware Linux advantage	P1	T0+T1+T2	prototype-cooperative	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	No blocked or lower-priority task runs ahead of a ready higher-priority safety task
PERF-D05-G25	D05	G25	Ready queue and dispatch: same-hardware ten-times RTOS claim	P1	T0+T1+T2	prototype-cooperative	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	No blocked or lower-priority task runs ahead of a ready higher-priority safety task
PERF-D06-G01	D06	G01	Priority inheritance lock: median latency	P1	Host+T0+HIL	prototype	release	specified	latency_us_p50	p50 <= 0.2 us	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G02	D06	G02	Priority inheritance lock: p99 latency	P1	Host+T0+HIL	prototype	release	specified	latency_us_p99	p99 <= 0.5 us	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G03	D06	G03	Priority inheritance lock: p99.9 tail latency	P1	Host+T0+HIL	prototype	release	specified	latency_us_p99_9	p99.9 <= 0.8 us	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G04	D06	G04	Priority inheritance lock: observed maximum and WCET bound	P1	Host+T0+HIL	prototype	release	specified	latency_us_max	observed max <= 1 us and declared bound has >= 20% evidence margin	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G05	D06	G05	Priority inheritance lock: jitter envelope	P1	Host+T0+HIL	prototype	release	specified	latency_jitter	p99-p50 <= 0.3 us and run-to-run p99 CV <= 5%	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G06	D06	G06	Priority inheritance lock: median CPU cycles	P1	Host+T0+HIL	prototype	release	specified	cpu_cycles_p50	p50 <= 600 cycles	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G07	D06	G07	Priority inheritance lock: p99 CPU cycles	P1	Host+T0+HIL	prototype	release	specified	cpu_cycles_p99	p99 <= 1200 cycles	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G08	D06	G08	Priority inheritance lock: microarchitectural efficiency	P1	Host+T0+HIL	prototype	release	specified	instructions_branch_cache	retired instructions <= 2400; branch misses <= 1%; L1D misses <= 3%	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G09	D06	G09	Priority inheritance lock: image and feature footprint	P1	Host+T0+HIL	prototype	release	specified	image_bytes	feature code plus read-only data delta <= 12 KiB	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G10	D06	G10	Priority inheritance lock: peak working memory	P1	Host+T0+HIL	prototype	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 8 KiB	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G11	D06	G11	Priority inheritance lock: steady-state allocation count	P1	Host+T0+HIL	prototype	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G12	D06	G12	Priority inheritance lock: allocation and reclamation latency	P1	Host+T0+HIL	prototype	release	specified	allocation_latency_us_max	setup or pool allocation max <= 1 us; reclamation is bounded	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G13	D06	G13	Priority inheritance lock: queue residence p99	P1	Host+T0+HIL	prototype	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 5 us	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G14	D06	G14	Priority inheritance lock: queue processing maximum	P1	Host+T0+HIL	prototype	release	specified	queue_service_us_max	service-start-to-completion max <= 10 us	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G15	D06	G15	Priority inheritance lock: sustained throughput floor	P1	Host+T0+HIL	prototype	release	specified	throughput_per_second	sustained throughput >= 1000000 work units/s where hardware transport is excluded as documented	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G16	D06	G16	Priority inheritance lock: burst and backpressure safety	P1	Host+T0+HIL	prototype	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 1 us	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G17	D06	G17	Priority inheritance lock: cold start latency	P1	Host+T0+HIL	prototype	release	specified	cold_start_ms	cold start <= 1 ms with caches and device state reset as specified	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G18	D06	G18	Priority inheritance lock: warm restart and reuse latency	P1	Host+T0+HIL	prototype	release	specified	warm_start_us	warm restart or reuse <= 2 us	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G19	D06	G19	Priority inheritance lock: isolation under competing load	P1	Host+T0+HIL	prototype	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G20	D06	G20	Priority inheritance lock: security denial cost and safety	P1	Host+T0+HIL	prototype	release	specified	denial_latency_and_state	denied or malformed work completes <= 0.625 us; state changes = 0; allocations = 0	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G21	D06	G21	Priority inheritance lock: exhaustion and fault containment	P1	Host+T0+HIL	prototype	release	specified	fault_completion	fault decision and containment <= 1 us; leaks deadlocks and unsafe retries = 0	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G22	D06	G22	Priority inheritance lock: 72-hour soak stability	P1	Host+T0+HIL	prototype	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G23	D06	G23	Priority inheritance lock: spoor observability overhead	P1	Host+T0+HIL	prototype	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G24	D06	G24	Priority inheritance lock: same-hardware Linux advantage	P1	Host+T0+HIL	prototype	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D06-G25	D06	G25	Priority inheritance lock: same-hardware ten-times RTOS claim	P1	Host+T0+HIL	prototype	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	Nested contention never deboosts a holder below any outstanding inherited priority
PERF-D07-G01	D07	G01	Static pool allocation: median latency	P0	Host+T0+HIL	prototype	release	specified	latency_us_p50	p50 <= 0.05 us	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G02	D07	G02	Static pool allocation: p99 latency	P0	Host+T0+HIL	prototype	release	specified	latency_us_p99	p99 <= 0.1 us	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G03	D07	G03	Static pool allocation: p99.9 tail latency	P0	Host+T0+HIL	prototype	release	specified	latency_us_p99_9	p99.9 <= 0.15 us	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G04	D07	G04	Static pool allocation: observed maximum and WCET bound	P0	Host+T0+HIL	prototype	release	specified	latency_us_max	observed max <= 0.25 us and declared bound has >= 20% evidence margin	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G05	D07	G05	Static pool allocation: jitter envelope	P0	Host+T0+HIL	prototype	release	specified	latency_jitter	p99-p50 <= 0.05 us and run-to-run p99 CV <= 5%	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G06	D07	G06	Static pool allocation: median CPU cycles	P0	Host+T0+HIL	prototype	release	specified	cpu_cycles_p50	p50 <= 100 cycles	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G07	D07	G07	Static pool allocation: p99 CPU cycles	P0	Host+T0+HIL	prototype	release	specified	cpu_cycles_p99	p99 <= 250 cycles	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G08	D07	G08	Static pool allocation: microarchitectural efficiency	P0	Host+T0+HIL	prototype	release	specified	instructions_branch_cache	retired instructions <= 500; branch misses <= 1%; L1D misses <= 3%	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G09	D07	G09	Static pool allocation: image and feature footprint	P0	Host+T0+HIL	prototype	release	specified	image_bytes	feature code plus read-only data delta <= 16 KiB	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G10	D07	G10	Static pool allocation: peak working memory	P0	Host+T0+HIL	prototype	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 8 KiB	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G11	D07	G11	Static pool allocation: steady-state allocation count	P0	Host+T0+HIL	prototype	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G12	D07	G12	Static pool allocation: allocation and reclamation latency	P0	Host+T0+HIL	prototype	release	specified	allocation_latency_us_max	setup or pool allocation max <= 0.25 us; reclamation is bounded	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G13	D07	G13	Static pool allocation: queue residence p99	P0	Host+T0+HIL	prototype	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 2 us	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G14	D07	G14	Static pool allocation: queue processing maximum	P0	Host+T0+HIL	prototype	release	specified	queue_service_us_max	service-start-to-completion max <= 5 us	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G15	D07	G15	Static pool allocation: sustained throughput floor	P0	Host+T0+HIL	prototype	release	specified	throughput_per_second	sustained throughput >= 5000000 work units/s where hardware transport is excluded as documented	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G16	D07	G16	Static pool allocation: burst and backpressure safety	P0	Host+T0+HIL	prototype	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 0.25 us	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G17	D07	G17	Static pool allocation: cold start latency	P0	Host+T0+HIL	prototype	release	specified	cold_start_ms	cold start <= 1 ms with caches and device state reset as specified	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G18	D07	G18	Static pool allocation: warm restart and reuse latency	P0	Host+T0+HIL	prototype	release	specified	warm_start_us	warm restart or reuse <= 1 us	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G19	D07	G19	Static pool allocation: isolation under competing load	P0	Host+T0+HIL	prototype	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G20	D07	G20	Static pool allocation: security denial cost and safety	P0	Host+T0+HIL	prototype	release	specified	denial_latency_and_state	denied or malformed work completes <= 0.125 us; state changes = 0; allocations = 0	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G21	D07	G21	Static pool allocation: exhaustion and fault containment	P0	Host+T0+HIL	prototype	release	specified	fault_completion	fault decision and containment <= 0.25 us; leaks deadlocks and unsafe retries = 0	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G22	D07	G22	Static pool allocation: 72-hour soak stability	P0	Host+T0+HIL	prototype	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G23	D07	G23	Static pool allocation: spoor observability overhead	P0	Host+T0+HIL	prototype	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G24	D07	G24	Static pool allocation: same-hardware Linux advantage	P0	Host+T0+HIL	prototype	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D07-G25	D07	G25	Static pool allocation: same-hardware ten-times RTOS claim	P0	Host+T0+HIL	prototype	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	Exhaustion is bounded and leaves the pool consistent with no stale-handle alias
PERF-D08-G01	D08	G01	Paging and address spaces: median latency	P0	Host+T0+T1+T2	prototype-inactive	release	specified	latency_us_p50	p50 <= 0.3 us	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G02	D08	G02	Paging and address spaces: p99 latency	P0	Host+T0+T1+T2	prototype-inactive	release	specified	latency_us_p99	p99 <= 0.7 us	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G03	D08	G03	Paging and address spaces: p99.9 tail latency	P0	Host+T0+T1+T2	prototype-inactive	release	specified	latency_us_p99_9	p99.9 <= 1 us	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G04	D08	G04	Paging and address spaces: observed maximum and WCET bound	P0	Host+T0+T1+T2	prototype-inactive	release	specified	latency_us_max	observed max <= 2 us and declared bound has >= 20% evidence margin	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G05	D08	G05	Paging and address spaces: jitter envelope	P0	Host+T0+T1+T2	prototype-inactive	release	specified	latency_jitter	p99-p50 <= 0.39999999999999997 us and run-to-run p99 CV <= 5%	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G06	D08	G06	Paging and address spaces: median CPU cycles	P0	Host+T0+T1+T2	prototype-inactive	release	specified	cpu_cycles_p50	p50 <= 1000 cycles	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G07	D08	G07	Paging and address spaces: p99 CPU cycles	P0	Host+T0+T1+T2	prototype-inactive	release	specified	cpu_cycles_p99	p99 <= 2500 cycles	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G08	D08	G08	Paging and address spaces: microarchitectural efficiency	P0	Host+T0+T1+T2	prototype-inactive	release	specified	instructions_branch_cache	retired instructions <= 5000; branch misses <= 1%; L1D misses <= 3%	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G09	D08	G09	Paging and address spaces: image and feature footprint	P0	Host+T0+T1+T2	prototype-inactive	release	specified	image_bytes	feature code plus read-only data delta <= 48 KiB	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G10	D08	G10	Paging and address spaces: peak working memory	P0	Host+T0+T1+T2	prototype-inactive	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 64 KiB	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G11	D08	G11	Paging and address spaces: steady-state allocation count	P0	Host+T0+T1+T2	prototype-inactive	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G12	D08	G12	Paging and address spaces: allocation and reclamation latency	P0	Host+T0+T1+T2	prototype-inactive	release	specified	allocation_latency_us_max	setup or pool allocation max <= 2 us; reclamation is bounded	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G13	D08	G13	Paging and address spaces: queue residence p99	P0	Host+T0+T1+T2	prototype-inactive	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 20 us	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G14	D08	G14	Paging and address spaces: queue processing maximum	P0	Host+T0+T1+T2	prototype-inactive	release	specified	queue_service_us_max	service-start-to-completion max <= 50 us	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G15	D08	G15	Paging and address spaces: sustained throughput floor	P0	Host+T0+T1+T2	prototype-inactive	release	specified	throughput_per_second	sustained throughput >= 250000 work units/s where hardware transport is excluded as documented	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G16	D08	G16	Paging and address spaces: burst and backpressure safety	P0	Host+T0+T1+T2	prototype-inactive	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 2 us	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G17	D08	G17	Paging and address spaces: cold start latency	P0	Host+T0+T1+T2	prototype-inactive	release	specified	cold_start_ms	cold start <= 2 ms with caches and device state reset as specified	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G18	D08	G18	Paging and address spaces: warm restart and reuse latency	P0	Host+T0+T1+T2	prototype-inactive	release	specified	warm_start_us	warm restart or reuse <= 5 us	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G19	D08	G19	Paging and address spaces: isolation under competing load	P0	Host+T0+T1+T2	prototype-inactive	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G20	D08	G20	Paging and address spaces: security denial cost and safety	P0	Host+T0+T1+T2	prototype-inactive	release	specified	denial_latency_and_state	denied or malformed work completes <= 0.875 us; state changes = 0; allocations = 0	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G21	D08	G21	Paging and address spaces: exhaustion and fault containment	P0	Host+T0+T1+T2	prototype-inactive	release	specified	fault_completion	fault decision and containment <= 2 us; leaks deadlocks and unsafe retries = 0	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G22	D08	G22	Paging and address spaces: 72-hour soak stability	P0	Host+T0+T1+T2	prototype-inactive	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G23	D08	G23	Paging and address spaces: spoor observability overhead	P0	Host+T0+T1+T2	prototype-inactive	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G24	D08	G24	Paging and address spaces: same-hardware Linux advantage	P0	Host+T0+T1+T2	prototype-inactive	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D08-G25	D08	G25	Paging and address spaces: same-hardware ten-times RTOS claim	P0	Host+T0+T1+T2	prototype-inactive	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	Mappings are canonical bounded W^X and cannot overlap kernel or another process
PERF-D09-G01	D09	G01	PE64 loading and import validation: median latency	P0	Host+T0	prototype	release	specified	latency_us_p50	p50 <= 50 us	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G02	D09	G02	PE64 loading and import validation: p99 latency	P0	Host+T0	prototype	release	specified	latency_us_p99	p99 <= 100 us	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G03	D09	G03	PE64 loading and import validation: p99.9 tail latency	P0	Host+T0	prototype	release	specified	latency_us_p99_9	p99.9 <= 200 us	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G04	D09	G04	PE64 loading and import validation: observed maximum and WCET bound	P0	Host+T0	prototype	release	specified	latency_us_max	observed max <= 500 us and declared bound has >= 20% evidence margin	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G05	D09	G05	PE64 loading and import validation: jitter envelope	P0	Host+T0	prototype	release	specified	latency_jitter	p99-p50 <= 50 us and run-to-run p99 CV <= 5%	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G06	D09	G06	PE64 loading and import validation: median CPU cycles	P0	Host+T0	prototype	release	specified	cpu_cycles_p50	p50 <= 150000 cycles	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G07	D09	G07	PE64 loading and import validation: p99 CPU cycles	P0	Host+T0	prototype	release	specified	cpu_cycles_p99	p99 <= 500000 cycles	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G08	D09	G08	PE64 loading and import validation: microarchitectural efficiency	P0	Host+T0	prototype	release	specified	instructions_branch_cache	retired instructions <= 1000000; branch misses <= 1%; L1D misses <= 3%	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G09	D09	G09	PE64 loading and import validation: image and feature footprint	P0	Host+T0	prototype	release	specified	image_bytes	feature code plus read-only data delta <= 128 KiB	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G10	D09	G10	PE64 loading and import validation: peak working memory	P0	Host+T0	prototype	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 256 KiB	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G11	D09	G11	PE64 loading and import validation: steady-state allocation count	P0	Host+T0	prototype	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G12	D09	G12	PE64 loading and import validation: allocation and reclamation latency	P0	Host+T0	prototype	release	specified	allocation_latency_us_max	setup or pool allocation max <= 10 us; reclamation is bounded	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G13	D09	G13	PE64 loading and import validation: queue residence p99	P0	Host+T0	prototype	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 100 us	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G14	D09	G14	PE64 loading and import validation: queue processing maximum	P0	Host+T0	prototype	release	specified	queue_service_us_max	service-start-to-completion max <= 250 us	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G15	D09	G15	PE64 loading and import validation: sustained throughput floor	P0	Host+T0	prototype	release	specified	throughput_per_second	sustained throughput >= 2000 work units/s where hardware transport is excluded as documented	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G16	D09	G16	PE64 loading and import validation: burst and backpressure safety	P0	Host+T0	prototype	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 500 us	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G17	D09	G17	PE64 loading and import validation: cold start latency	P0	Host+T0	prototype	release	specified	cold_start_ms	cold start <= 10 ms with caches and device state reset as specified	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G18	D09	G18	PE64 loading and import validation: warm restart and reuse latency	P0	Host+T0	prototype	release	specified	warm_start_us	warm restart or reuse <= 500 us	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G19	D09	G19	PE64 loading and import validation: isolation under competing load	P0	Host+T0	prototype	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G20	D09	G20	PE64 loading and import validation: security denial cost and safety	P0	Host+T0	prototype	release	specified	denial_latency_and_state	denied or malformed work completes <= 125 us; state changes = 0; allocations = 0	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G21	D09	G21	PE64 loading and import validation: exhaustion and fault containment	P0	Host+T0	prototype	release	specified	fault_completion	fault decision and containment <= 500 us; leaks deadlocks and unsafe retries = 0	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G22	D09	G22	PE64 loading and import validation: 72-hour soak stability	P0	Host+T0	prototype	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G23	D09	G23	PE64 loading and import validation: spoor observability overhead	P0	Host+T0	prototype	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G24	D09	G24	PE64 loading and import validation: same-hardware Linux advantage	P0	Host+T0	prototype	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D09-G25	D09	G25	PE64 loading and import validation: same-hardware ten-times RTOS claim	P0	Host+T0	prototype	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	Malformed or non-allowlisted images execute zero instructions and mutate zero loader state
PERF-D10-G01	D10	G01	ACI capability decision: median latency	P5	Host+T0+HIL	stand-in-only	release	specified	latency_us_p50	p50 <= 0.3 us	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G02	D10	G02	ACI capability decision: p99 latency	P5	Host+T0+HIL	stand-in-only	release	specified	latency_us_p99	p99 <= 0.8 us	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G03	D10	G03	ACI capability decision: p99.9 tail latency	P5	Host+T0+HIL	stand-in-only	release	specified	latency_us_p99_9	p99.9 <= 1.2 us	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G04	D10	G04	ACI capability decision: observed maximum and WCET bound	P5	Host+T0+HIL	stand-in-only	release	specified	latency_us_max	observed max <= 2 us and declared bound has >= 20% evidence margin	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G05	D10	G05	ACI capability decision: jitter envelope	P5	Host+T0+HIL	stand-in-only	release	specified	latency_jitter	p99-p50 <= 0.5 us and run-to-run p99 CV <= 5%	Every caller uses the same fail-closed policy path with no privileged bypass
